Base,Source,Question,Base_Answer,Expected_Answer
"Bob is blue. Bob is quiet. Bob is not round. Dave is blue. Dave is nice. Dave is quiet. Dave is rough. Dave is round. Dave is white. Dave is young. Erin is blue. Erin is nice. Erin is not rough. Erin is round. Erin is white. Erin is young. All quiet things are rough. If Erin is white and Erin is round then Erin is not quiet. Blue, nice things are white.","Bob is rough. Fiona is cold. Fiona is rough. Gary is big. Gary is quiet. Harry is big. Harry is rough. If someone is white and smart then they are furry. All rough people are big. All furry people are white. If someone is quiet and cold then they are white. All furry people are white. If Harry is big then Harry is cold. Big, smart people are quiet. If someone is big then they are smart.",Bob is big,Unknown,True
The dog is big. The dog is nice. The dog is red. All red things are kind. If something is kind and big then it is round.,Anne is blue. Fiona is rough. If someone is furry then they are kind. If Fiona is white then Fiona is green. All blue people are green.,dog is green,Unknown,True
"Bob is kind. Bob is quiet. Bob is round. Bob is smart. Bob is white. Bob is young. Gary is cold. Gary is kind. Gary is not round. Gary is not smart. Gary is white. Gary is young. All smart people are cold. All white, smart people are round. If someone is young and smart then they are round. If Bob is smart and Bob is not young then Bob is round. All cold people are white. All round, smart people are white. Young, round people are smart. If Bob is not smart and Bob is not kind then Bob is quiet.","Bob is furry. Bob is kind. Bob is rough. Bob is round. Dave is furry. Erin is furry. Erin is rough. Erin is young. Fiona is furry. Fiona is kind. Fiona is quiet. Fiona is round. Fiona is white. Fiona is young. If someone is white then they are kind. All young people are white. Furry people are rough. White, round people are young. If someone is kind then they are round. If Dave is furry then Dave is quiet. Round, white people are furry. All round, furry people are quiet. All quiet, rough people are white.",Bob is white,True,True
Anne is smart. Bob is white. Fiona is red. Harry is furry. Furry people are white. All white people are not green. If Bob is round then Bob is not kind.,Erin is blue. Erin is cold. Gary is cold. All cold things are blue. If something is cold then it is furry. If something is white and green then it is furry.,Bob is blue,Unknown,Unknown
Anne is cold. Anne is smart. Bob is cold. Bob is green. Bob is red. Bob is smart. Bob is white. Bob is young. Fiona is green. Fiona is kind. Fiona is red. Harry is cold. Harry is green. Harry is kind. Harry is smart. Harry is white. All kind people are red.,Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is quiet. Dave is young. Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is young. Gary is furry. Gary is green. Gary is young. All nice people are big.,Fiona is big,Unknown,True
Dave is big. Dave is blue. Dave is kind. Dave is smart. Fiona is blue. Fiona is rough. Harry is blue. Harry is cold. Harry is kind. Harry is rough. All rough things are red.,Charlie is green. Charlie is red. Charlie is young. Erin is green. Erin is quiet. Erin is red. Erin is smart. Fiona is big. Fiona is green. Fiona is quiet. All red things are young.,Fiona is young,Unknown,True
"Anne is blue. Anne is young. Charlie is furry. Charlie is round. Fiona is blue. Fiona is cold. Fiona is furry. Fiona is round. Fiona is smart. Gary is cold. Gary is round. All blue people are green. If someone is furry then they are smart. If someone is smart then they are round. All round, young people are cold. All smart, green people are young. All green, young people are furry.","Bob is round. Charlie is blue. Charlie is quiet. Charlie is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is round. Harry is smart. All cold things are quiet. If something is red then it is smart. All cold things are rough. Smart, cold things are blue. Quiet, cold things are red. If something is blue and round then it is rough. All round things are cold.",Anne is quiet,Unknown,True
Bob is rough. Bob is not white. Charlie is not red. Charlie is not rough. Charlie is white. Fiona is smart. Gary is red. All smart people are white. If Fiona is white then Fiona is red.,Charlie is green. Charlie is red. Charlie is young. Erin is green. Erin is quiet. Erin is red. Erin is smart. Fiona is big. Fiona is green. Fiona is quiet. All red things are young.,Fiona is young,Unknown,True
"Anne is big. Anne is not cold. Anne is red. Dave is not furry. Dave is red. Erin is furry. Erin is kind. Gary is cold. Gary is furry. Gary is not round. All furry people are smart. All furry, round people are big. All round people are big. If someone is smart then they are cold. If someone is round and cold then they are not kind. Cold, furry people are red.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Erin is nice,Unknown,True
Charlie is green. Dave is white. Harry is young. If something is red and white then it is cold. If something is red and cold then it is green. All white things are smart. If Dave is red and Dave is cold then Dave is white. If something is young and white then it is cold. If Charlie is cold and Charlie is young then Charlie is green. Green things are red. If something is young then it is green.,Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Dave is nice,Unknown,True
Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is quiet. Dave is young. Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is young. Gary is furry. Gary is green. Gary is young. All nice people are big.,Bob is big. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Charlie is green. Charlie is kind. Dave is big. Dave is green. Dave is nice. Dave is round. Dave is smart. Harry is green. Harry is smart. All kind people are round.,Dave is round,Unknown,True
Bob is cold. Erin is red. Fiona is rough. All red people are round. If someone is rough then they are round. Rough people are round.,Anne is blue. Fiona is rough. If someone is furry then they are kind. If Fiona is white then Fiona is green. All blue people are green.,Erin is green,Unknown,True
Anne is big. Anne is furry. Anne is smart. Anne is white. Dave is white. Fiona is big. Fiona is blue. Fiona is furry. Fiona is rough. Fiona is young. All white things are blue.,Charlie is green. Charlie is red. Charlie is young. Erin is green. Erin is quiet. Erin is red. Erin is smart. Fiona is big. Fiona is green. Fiona is quiet. All red things are young.,Anne is young,Unknown,True
Bob is furry. Bob is kind. Bob is smart. Bob is young. Charlie is kind. Charlie is round. Charlie is smart. Charlie is young. Erin is furry. Erin is round. Fiona is furry. Fiona is kind. If something is blue and furry then it is smart. All smart things are young. Smart things are blue.,Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is quiet. Dave is young. Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is young. Gary is furry. Gary is green. Gary is young. All nice people are big.,Bob is big,Unknown,True
"Charlie is big. Charlie is not nice. Charlie is red. Charlie is rough. Charlie is not smart. Dave is not big. Dave is kind. Dave is not nice. Dave is not red. Dave is not rough. Dave is round. Dave is smart. Fiona is nice. Fiona is red. Fiona is round. Fiona is smart. If someone is nice then they are red. Big, rough people are round. All nice people are big.","Bob is round. Charlie is blue. Charlie is quiet. Charlie is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is round. Harry is smart. All cold things are quiet. If something is red then it is smart. All cold things are rough. Smart, cold things are blue. Quiet, cold things are red. If something is blue and round then it is rough. All round things are cold.",Fiona is quiet,Unknown,True
"Anne is blue. Anne is cold. Anne is furry. Anne is quiet. Anne is rough. Anne is smart. Anne is young. Gary is furry. Gary is rough. Gary is smart. Gary is young. Harry is cold. Harry is furry. Harry is quiet. Harry is rough. Smart, rough things are young. All young things are furry. If Harry is furry then Harry is cold. Cold, quiet things are young. All quiet, rough things are blue. Quiet, cold things are rough.","Erin is cold. Erin is round. Erin is white. Fiona is cold. Fiona is kind. Fiona is nice. Fiona is red. Fiona is rough. Fiona is round. Fiona is white. All white, round people are nice. Round, nice people are red. All white people are nice. All white, cold people are nice. If someone is white and red then they are rough. All nice people are round. All red people are cold. If someone is white and red then they are rough.",Anne is nice,Unknown,True
"Bob is rough. Fiona is cold. Fiona is rough. Gary is big. Gary is quiet. Harry is big. Harry is rough. If someone is white and smart then they are furry. All rough people are big. All furry people are white. If someone is quiet and cold then they are white. All furry people are white. If Harry is big then Harry is cold. Big, smart people are quiet. If someone is big then they are smart.","Gary is big. Gary is green. Gary is nice. Gary is red. Gary is round. Gary is white. Gary is young. All young, big people are red. Big, red people are round. Round, big people are nice. If someone is round then they are big. All red people are nice. If Gary is green and Gary is nice then Gary is big. All nice, red people are white. White, big people are red.",Bob is nice,Unknown,True
Erin is big. Erin is cold. Erin is kind. Erin is nice. Erin is quiet. Erin is white. Gary is big. Gary is cold. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. All cold people are big. All kind people are big. If Erin is not kind then Erin is cold. If Erin is quiet and Erin is cold then Erin is white. All quiet people are white. If Gary is white then Gary is rough. If someone is rough and not big then they are quiet. If someone is rough and not nice then they are quiet.,Gary is green. Gary is not kind. Gary is round. Harry is big. Harry is not green. Harry is kind. Harry is quiet. Harry is not red. Harry is rough. Harry is round. Red people are green. Kind people are not green. If Gary is green and Gary is not round then Gary is quiet. If someone is kind then they are big. If Harry is round and Harry is red then Harry is kind. If someone is round and green then they are not red. If Gary is quiet and Gary is not round then Gary is not rough. All red people are quiet.,Erin is quiet,True,True
"Bob is cold. Bob is nice. Dave is blue. Dave is nice. Dave is quiet. Fiona is rough. Fiona is young. Gary is blue. Gary is cold. Gary is nice. Gary is quiet. Gary is red. Gary is rough. Gary is young. All red people are blue. If Fiona is nice then Fiona is blue. If Fiona is blue then Fiona is red. If someone is young then they are quiet. Cold, quiet people are nice. Quiet, young people are cold. If someone is red and rough then they are blue. If someone is red then they are nice.",Gary is green. Gary is not kind. Gary is round. Harry is big. Harry is not green. Harry is kind. Harry is quiet. Harry is not red. Harry is rough. Harry is round. Red people are green. Kind people are not green. If Gary is green and Gary is not round then Gary is quiet. If someone is kind then they are big. If Harry is round and Harry is red then Harry is kind. If someone is round and green then they are not red. If Gary is quiet and Gary is not round then Gary is not rough. All red people are quiet.,Gary is quiet,True,True
"Bob is furry. Charlie is furry. Charlie is green. Charlie is round. Fiona is furry. Fiona is green. Fiona is nice. Fiona is round. Fiona is young. Harry is green. Harry is quiet. Harry is round. All furry people are young. If someone is furry and rough then they are round. Green, young people are furry. Rough people are round. Green, rough people are quiet. All young people are rough. If someone is rough then they are furry. Quiet people are rough.","Erin is cold. Erin is round. Erin is white. Fiona is cold. Fiona is kind. Fiona is nice. Fiona is red. Fiona is rough. Fiona is round. Fiona is white. All white, round people are nice. Round, nice people are red. All white people are nice. All white, cold people are nice. If someone is white and red then they are rough. All nice people are round. All red people are cold. If someone is white and red then they are rough.",Bob is nice,Unknown,True
"Anne is blue. Charlie is green. Erin is kind. Harry is rough. Kind people are green. If someone is young and not green then they are not blue. All rough people are not smart. If someone is kind then they are smart. If someone is green and not blue then they are rough. If someone is rough and not smart then they are furry. All smart, young people are not furry. All green, kind people are furry.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Harry is nice,Unknown,Unknown
"Bob is rough. Bob is round. Charlie is blue. Charlie is cold. Charlie is red. Charlie is smart. Gary is blue. Gary is cold. Gary is furry. Gary is red. Gary is smart. Harry is blue. Harry is cold. Harry is red. Harry is rough. Harry is round. If Bob is rough and Bob is red then Bob is round. All furry people are smart. If someone is round and furry then they are smart. If someone is smart and round then they are blue. If someone is round and rough then they are red. If someone is round and furry then they are rough. Red, round people are furry. If Bob is red and Bob is not smart then Bob is not blue. All rough, blue people are cold.","Bob is blue. Bob is kind. Bob is smart. Bob is young. Dave is not big. Dave is blue. Dave is not kind. Dave is nice. Dave is young. Harry is not big. Harry is not blue. Harry is kind. Harry is nice. Harry is not red. Harry is smart. Harry is not young. If Bob is smart and Bob is young then Bob is kind. If Bob is big and Bob is smart then Bob is kind. If someone is young and not big then they are smart. Young, smart people are red. If someone is blue and not nice then they are not red. All big people are young. If Dave is smart and Dave is blue then Dave is red. If Dave is not young then Dave is red.",Gary is young,Unknown,True
"Anne is blue. Anne is furry. Anne is red. Charlie is white. Gary is nice. Gary is rough. Harry is nice. Kind, white people are furry. All blue people are furry. Red people are blue. If someone is kind then they are furry. If Harry is nice and Harry is rough then Harry is red. White, rough people are kind. Blue, red people are white. Nice people are rough. If someone is kind and furry then they are rough.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",Anne is green,Unknown,True
Anne is blue. Bob is not cold. Gary is big. Gary is nice. Gary is round. Harry is cold. Harry is furry. Harry is not kind. Harry is nice. Harry is round. All cold people are big.,Anne is blue. Anne is kind. Anne is nice. Anne is young. Erin is not blue. Erin is not furry. Erin is kind. Erin is nice. Erin is quiet. Erin is smart. All kind things are quiet.,Harry is quiet,Unknown,True
Anne is big. Harry is not nice. If Anne is furry and Anne is not big then Anne is blue. All big people are furry. Big people are blue. If someone is furry then they are nice. If someone is nice then they are red. If someone is round and not furry then they are not cold.,Anne is white. Dave is big. Dave is green. Dave is smart. Erin is cold. Erin is green. Harry is white. All cold people are white. If someone is smart and kind then they are round. If someone is big then they are kind. White people are big. All kind people are smart.,Anne is white,Unknown,True
The mouse is big. The mouse is blue. The mouse is not green. The mouse is not kind. The mouse is nice. If the mouse is not nice and the mouse is not green then the mouse is not kind. If the mouse is blue and the mouse is not nice then the mouse is kind. If the mouse is green and the mouse is not nice then the mouse is big. If the mouse is kind and the mouse is not green then the mouse is not big. All big things are not kind. If something is blue and big then it is not kind.,"Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",mouse is nice,True,True
"Bob is cold. Bob is furry. Bob is green. Bob is red. Bob is young. Fiona is furry. Gary is cold. Gary is furry. Gary is green. Gary is quiet. Gary is red. Gary is young. If something is quiet and blue then it is young. Cold, green things are quiet. If something is quiet and green then it is blue. All young things are furry. If Gary is furry then Gary is young. All young things are cold.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",Bob is green,True,True
"Bob is big. Bob is blue. Bob is cold. Bob is smart. Bob is white. Charlie is cold. Charlie is furry. Charlie is smart. Charlie is white. Erin is big. Erin is blue. Erin is cold. Erin is green. Erin is smart. Erin is white. All cold people are green. All green people are blue. All blue, cold people are big.","Anne is blue. Anne is cold. Anne is green. Anne is rough. Anne is smart. Anne is young. Bob is blue. Bob is cold. Bob is furry. Bob is smart. Charlie is cold. Fiona is cold. Fiona is green. Fiona is rough. Fiona is smart. All smart things are furry. All cold, young things are smart. All furry things are blue.",Bob is furry,Unknown,True
"Charlie is blue. Charlie is cold. Charlie is red. Fiona is blue. Fiona is cold. Fiona is furry. Fiona is quiet. Fiona is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is quiet. Harry is red. Harry is smart. Furry things are round. Round things are quiet. All cold things are furry. If something is blue and smart then it is cold. If something is blue then it is red. Round, quiet things are red.","Erin is cold. Erin is round. Erin is white. Fiona is cold. Fiona is kind. Fiona is nice. Fiona is red. Fiona is rough. Fiona is round. Fiona is white. All white, round people are nice. Round, nice people are red. All white people are nice. All white, cold people are nice. If someone is white and red then they are rough. All nice people are round. All red people are cold. If someone is white and red then they are rough.",Charlie is nice,Unknown,True
Anne is big. Anne is furry. Anne is green. Anne is round. Charlie is green. Charlie is kind. Erin is furry. Erin is green. Erin is round. Erin is smart. Gary is big. Gary is nice. All round people are smart. If someone is smart and green then they are kind. If someone is furry and big then they are nice. Kind people are furry. If someone is furry and kind then they are green. If someone is smart and round then they are green. If Erin is green and Erin is furry then Erin is big. If someone is nice then they are round.,"Bob is furry. Bob is kind. Bob is rough. Bob is round. Dave is furry. Erin is furry. Erin is rough. Erin is young. Fiona is furry. Fiona is kind. Fiona is quiet. Fiona is round. Fiona is white. Fiona is young. If someone is white then they are kind. All young people are white. Furry people are rough. White, round people are young. If someone is kind then they are round. If Dave is furry then Dave is quiet. Round, white people are furry. All round, furry people are quiet. All quiet, rough people are white.",Anne is white,Unknown,True
"Bob is furry. Bob is rough. Dave is furry. Dave is kind. Erin is furry. Erin is green. Erin is kind. If something is kind then it is big. Furry, green things are big. All kind things are white. Green things are young. All white things are furry. All rough, green things are kind.",Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is quiet. Dave is young. Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is young. Gary is furry. Gary is green. Gary is young. All nice people are big.,Dave is big,True,True
"Anne is red. Erin is big. Erin is nice. Erin is young. Gary is big. Gary is round. Gary is young. Harry is big. Harry is red. Harry is young. Round, young things are red. If something is green and nice then it is big. If something is young and quiet then it is green. Round, big things are young. All round things are quiet. All nice things are green. Big, young things are red. If something is young and nice then it is big.",The squirrel is big. The squirrel is green. The squirrel is nice. The squirrel is rough. The squirrel is not round. If someone is green and not round then they are rough. If someone is rough then they are green. All round people are green. If the squirrel is green and the squirrel is round then the squirrel is rough. If someone is round and not rough then they are not big. All rough people are big. If someone is round and not rough then they are nice. All green people are nice.,Gary is green,Unknown,True
"Charlie is cold. Charlie is smart. Dave is green. Dave is red. Erin is blue. Erin is green. Erin is red. Erin is white. Gary is cold. Gary is green. All smart things are white. If something is cold and smart then it is green. All blue, green things are cold. If something is white and cold then it is smart. If something is red then it is blue. Cold, nice things are white. Smart things are nice. Blue, cold things are nice. If Gary is smart and Gary is white then Gary is nice.","Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",Charlie is nice,True,True
"Bob is big. Bob is cold. Bob is furry. Bob is kind. Bob is nice. Bob is quiet. Bob is red. Dave is big. Dave is cold. Dave is furry. Dave is kind. Dave is nice. Dave is quiet. Dave is red. If someone is cold then they are nice. Quiet, big people are nice. Red people are big. If someone is cold and not kind then they are quiet. Nice, big people are quiet. All red people are cold.",Anne is blue. Anne is quiet. Anne is red. Erin is big. Erin is green. Erin is kind. Erin is quiet. Erin is round. Fiona is big. Fiona is blue. Fiona is green. Fiona is kind. Fiona is quiet. Fiona is red. Fiona is round. All round things are quiet. All quiet things are big. All red things are green. If something is green then it is kind. If something is blue then it is big. All blue things are quiet.,Bob is quiet,True,True
Bob is furry. Bob is kind. Bob is quiet. Bob is smart. Charlie is cold. Charlie is furry. Charlie is green. Charlie is kind. Charlie is quiet. Charlie is rough. Charlie is smart. Harry is green. If something is quiet then it is smart. If something is rough then it is quiet. If something is smart then it is cold. Furry things are smart. All cold things are rough. Green things are smart.,"Bob is round. Charlie is blue. Charlie is quiet. Charlie is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is round. Harry is smart. All cold things are quiet. If something is red then it is smart. All cold things are rough. Smart, cold things are blue. Quiet, cold things are red. If something is blue and round then it is rough. All round things are cold.",Charlie is quiet,True,True
