Base,Source,Question,Base_Answer,Expected_Answer
"Dave is cold. Erin is cold. Erin is green. Erin is quiet. Erin is red. Erin is young. Harry is smart. All big, smart things are young. If Erin is cold then Erin is red. If something is smart then it is big. If something is big and young then it is green. Smart, red things are young. Green things are cold. If Erin is big and Erin is cold then Erin is young. If something is young and green then it is cold.",The cat is green. The cat is young. The cat likes the cow. The cat likes the dog. The cow eats the cat. The cow eats the dog. The dog is cold. The dog likes the cat. The dog needs the cat. The dog needs the lion. The lion is cold. The lion needs the cat. If someone likes the cat then they need the dog. If someone eats the dog then they need the cow. If someone needs the dog then the dog is green.,dave is green,Unknown,True
"Dave is cold. Erin is cold. Erin is green. Erin is quiet. Erin is red. Erin is young. Harry is smart. All big, smart things are young. If Erin is cold then Erin is red. If something is smart then it is big. If something is big and young then it is green. Smart, red things are young. Green things are cold. If Erin is big and Erin is cold then Erin is young. If something is young and green then it is cold.",The cat is green. The cat is young. The cat likes the cow. The cat likes the dog. The cow eats the cat. The cow eats the dog. The dog is cold. The dog likes the cat. The dog needs the cat. The dog needs the lion. The lion is cold. The lion needs the cat. If someone likes the cat then they need the dog. If someone eats the dog then they need the cow. If someone needs the dog then the dog is green.,harry is smart,True,True
Anne is quiet. Anne is white. Anne is young. Charlie is not green. Charlie is not rough. Charlie is young. Dave is green. Dave is quiet. Dave is rough. Gary is quiet. Gary is red. Gary is rough. If someone is quiet and young then they are furry. If someone is white then they are young. All rough people are white.,Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,anne is quiet,True,Unknown
Anne is quiet. Anne is white. Anne is young. Charlie is not green. Charlie is not rough. Charlie is young. Dave is green. Dave is quiet. Dave is rough. Gary is quiet. Gary is red. Gary is rough. If someone is quiet and young then they are furry. If someone is white then they are young. All rough people are white.,Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,anne is furry,True,True
Anne is quiet. Anne is white. Anne is young. Charlie is not green. Charlie is not rough. Charlie is young. Dave is green. Dave is quiet. Dave is rough. Gary is quiet. Gary is red. Gary is rough. If someone is quiet and young then they are furry. If someone is white then they are young. All rough people are white.,Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,gary is quiet,True,True
"Charlie is cold. Charlie is kind. Charlie is smart. All cold, green things are kind. If something is kind and red then it is quiet. If Charlie is blue then Charlie is green. All blue, green things are red. All smart, red things are green. All quiet things are green.",Anne is big. Anne is nice. Anne is smart. Bob is green. Bob is smart. Bob is young. Dave is big. Dave is cold. Dave is nice. Dave is smart. If someone is green then they are cold. If Anne is young and Anne is white then Anne is green.,charlie is cold,True,Unknown
"Charlie is cold. Charlie is kind. Charlie is smart. All cold, green things are kind. If something is kind and red then it is quiet. If Charlie is blue then Charlie is green. All blue, green things are red. All smart, red things are green. All quiet things are green.",Anne is big. Anne is nice. Anne is smart. Bob is green. Bob is smart. Bob is young. Dave is big. Dave is cold. Dave is nice. Dave is smart. If someone is green then they are cold. If Anne is young and Anne is white then Anne is green.,charlie is big,Unknown,True
"Charlie is cold. Charlie is kind. Charlie is smart. All cold, green things are kind. If something is kind and red then it is quiet. If Charlie is blue then Charlie is green. All blue, green things are red. All smart, red things are green. All quiet things are green.",Anne is big. Anne is nice. Anne is smart. Bob is green. Bob is smart. Bob is young. Dave is big. Dave is cold. Dave is nice. Dave is smart. If someone is green then they are cold. If Anne is young and Anne is white then Anne is green.,charlie is kind,True,True
"Dave is big. Dave is blue. Dave is cold. Dave is kind. Dave is quiet. Dave is red. Dave is smart. All big, cold things are kind.",Anne is young. Erin is quiet. Gary is young. If someone is quiet then they are young. If someone is smart then they are cold. All cold people are kind.,dave is big,True,Unknown
"Dave is big. Dave is blue. Dave is cold. Dave is kind. Dave is quiet. Dave is red. Dave is smart. All big, cold things are kind.",Anne is young. Erin is quiet. Gary is young. If someone is quiet then they are young. If someone is smart then they are cold. All cold people are kind.,dave is young,Unknown,True
"Dave is big. Dave is blue. Dave is cold. Dave is kind. Dave is quiet. Dave is red. Dave is smart. All big, cold things are kind.",Anne is young. Erin is quiet. Gary is young. If someone is quiet then they are young. If someone is smart then they are cold. All cold people are kind.,dave is blue,True,True
Dave is smart. Erin is cold. Harry is rough. If Harry is red then Harry is smart. If someone is blue then they are not smart. All cold people are blue.,"Anne is cold. Anne is furry. Anne is white. Cold, furry things are young. Young things are not red. If something is white and not red then it is round.",dave is smart,True,Unknown
Dave is smart. Erin is cold. Harry is rough. If Harry is red then Harry is smart. If someone is blue then they are not smart. All cold people are blue.,"Anne is cold. Anne is furry. Anne is white. Cold, furry things are young. Young things are not red. If something is white and not red then it is round.",dave is cold,Unknown,True
Dave is smart. Erin is cold. Harry is rough. If Harry is red then Harry is smart. If someone is blue then they are not smart. All cold people are blue.,"Anne is cold. Anne is furry. Anne is white. Cold, furry things are young. Young things are not red. If something is white and not red then it is round.",harry is rough,True,True
"Erin is big. If something is furry and not red then it is not smart. Green things are furry. If something is big then it is green. If something is smart then it is green. If Erin is smart then Erin is big. Big, furry things are cold.","Anne is round. Bob is big. Bob is kind. Bob is white. Dave is big. Dave is kind. Dave is rough. Dave is round. Dave is smart. Dave is white. If someone is round then they are rough. All rough, white people are round.",erin is big,True,Unknown
"Erin is big. If something is furry and not red then it is not smart. Green things are furry. If something is big then it is green. If something is smart then it is green. If Erin is smart then Erin is big. Big, furry things are cold.","Anne is round. Bob is big. Bob is kind. Bob is white. Dave is big. Dave is kind. Dave is rough. Dave is round. Dave is smart. Dave is white. If someone is round then they are rough. All rough, white people are round.",erin is round,Unknown,True
"Erin is big. If something is furry and not red then it is not smart. Green things are furry. If something is big then it is green. If something is smart then it is green. If Erin is smart then Erin is big. Big, furry things are cold.","Anne is round. Bob is big. Bob is kind. Bob is white. Dave is big. Dave is kind. Dave is rough. Dave is round. Dave is smart. Dave is white. If someone is round then they are rough. All rough, white people are round.",erin is green,True,True
Anne is not blue. Anne is cold. Anne is furry. Bob is cold. Fiona is blue. Harry is not green. Harry is white. All cold things are smart.,Anne is young. Erin is quiet. Gary is young. If someone is quiet then they are young. If someone is smart then they are cold. All cold people are kind.,anne is blue,False,Unknown
Anne is not blue. Anne is cold. Anne is furry. Bob is cold. Fiona is blue. Harry is not green. Harry is white. All cold things are smart.,Anne is young. Erin is quiet. Gary is young. If someone is quiet then they are young. If someone is smart then they are cold. All cold people are kind.,anne is young,Unknown,False
Anne is not blue. Anne is cold. Anne is furry. Bob is cold. Fiona is blue. Harry is not green. Harry is white. All cold things are smart.,Anne is young. Erin is quiet. Gary is young. If someone is quiet then they are young. If someone is smart then they are cold. All cold people are kind.,harry is green,False,False
"Anne is not big. Anne is cold. Anne is kind. Anne is red. Anne is rough. Anne is round. Anne is white. Dave is big. Dave is cold. Dave is red. Dave is rough. Dave is white. If Anne is not white then Anne is not red. All cold, red people are kind. All white people are kind. Cold people are kind. If someone is red and kind then they are round. All rough, red people are cold.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",anne is big,False,Unknown
"Anne is not big. Anne is cold. Anne is kind. Anne is red. Anne is rough. Anne is round. Anne is white. Dave is big. Dave is cold. Dave is red. Dave is rough. Dave is white. If Anne is not white then Anne is not red. All cold, red people are kind. All white people are kind. Cold people are kind. If someone is red and kind then they are round. All rough, red people are cold.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",anne is furry,Unknown,False
"Anne is not big. Anne is cold. Anne is kind. Anne is red. Anne is rough. Anne is round. Anne is white. Dave is big. Dave is cold. Dave is red. Dave is rough. Dave is white. If Anne is not white then Anne is not red. All cold, red people are kind. All white people are kind. Cold people are kind. If someone is red and kind then they are round. All rough, red people are cold.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",dave is big,True,True
Anne is cold. Bob is red. Dave is kind. Harry is nice. All kind people are cold. All big people are young. If someone is big then they are young. Cold people are big. If Dave is nice and Dave is not cold then Dave is furry. If Dave is not cold then Dave is red.,"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",anne is cold,True,Unknown
Anne is cold. Bob is red. Dave is kind. Harry is nice. All kind people are cold. All big people are young. If someone is big then they are young. Cold people are big. If Dave is nice and Dave is not cold then Dave is furry. If Dave is not cold then Dave is red.,"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",anne is young,Unknown,True
Anne is cold. Bob is red. Dave is kind. Harry is nice. All kind people are cold. All big people are young. If someone is big then they are young. Cold people are big. If Dave is nice and Dave is not cold then Dave is furry. If Dave is not cold then Dave is red.,"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",harry is nice,True,True
"Charlie is blue. Charlie is furry. Charlie is kind. Charlie is red. Charlie is smart. Charlie is young. Dave is blue. Dave is furry. Dave is kind. Dave is red. Dave is smart. Erin is furry. Erin is kind. Erin is smart. Erin is young. Red things are young. If something is young then it is blue. If Erin is furry and Erin is smart then Erin is round. Furry, kind things are smart. Furry, smart things are round. Furry things are smart.","Charlie is green. Charlie is kind. Charlie is nice. Charlie is rough. Erin is kind. Erin is nice. Erin is quiet. Fiona is quiet. Fiona is rough. Harry is smart. All rough, green people are quiet. If someone is green and rough then they are nice. All kind, smart people are green. If Erin is green and Erin is blue then Erin is quiet. All quiet people are smart. All kind people are green. If someone is smart then they are kind. All rough, nice people are blue.",charlie is blue,True,Unknown
"Charlie is blue. Charlie is furry. Charlie is kind. Charlie is red. Charlie is smart. Charlie is young. Dave is blue. Dave is furry. Dave is kind. Dave is red. Dave is smart. Erin is furry. Erin is kind. Erin is smart. Erin is young. Red things are young. If something is young then it is blue. If Erin is furry and Erin is smart then Erin is round. Furry, kind things are smart. Furry, smart things are round. Furry things are smart.","Charlie is green. Charlie is kind. Charlie is nice. Charlie is rough. Erin is kind. Erin is nice. Erin is quiet. Fiona is quiet. Fiona is rough. Harry is smart. All rough, green people are quiet. If someone is green and rough then they are nice. All kind, smart people are green. If Erin is green and Erin is blue then Erin is quiet. All quiet people are smart. All kind people are green. If someone is smart then they are kind. All rough, nice people are blue.",charlie is green,Unknown,True
"Charlie is blue. Charlie is furry. Charlie is kind. Charlie is red. Charlie is smart. Charlie is young. Dave is blue. Dave is furry. Dave is kind. Dave is red. Dave is smart. Erin is furry. Erin is kind. Erin is smart. Erin is young. Red things are young. If something is young then it is blue. If Erin is furry and Erin is smart then Erin is round. Furry, kind things are smart. Furry, smart things are round. Furry things are smart.","Charlie is green. Charlie is kind. Charlie is nice. Charlie is rough. Erin is kind. Erin is nice. Erin is quiet. Fiona is quiet. Fiona is rough. Harry is smart. All rough, green people are quiet. If someone is green and rough then they are nice. All kind, smart people are green. If Erin is green and Erin is blue then Erin is quiet. All quiet people are smart. All kind people are green. If someone is smart then they are kind. All rough, nice people are blue.",erin is furry,True,True
"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",Bob is big. Dave is smart. Erin is kind. Gary is green. Green things are white. If something is white then it is kind. If something is kind then it is white. Blue things are smart. If something is big then it is white. If Erin is kind and Erin is smart then Erin is white.,bob is young,True,Unknown
"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",Bob is big. Dave is smart. Erin is kind. Gary is green. Green things are white. If something is white then it is kind. If something is kind then it is white. Blue things are smart. If something is big then it is white. If Erin is kind and Erin is smart then Erin is white.,bob is big,Unknown,True
"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",Bob is big. Dave is smart. Erin is kind. Gary is green. Green things are white. If something is white then it is kind. If something is kind then it is white. Blue things are smart. If something is big then it is white. If Erin is kind and Erin is smart then Erin is white.,harry is kind,True,True
Anne is furry. Charlie is cold. Dave is white. Erin is quiet. If someone is furry then they are white. If Charlie is cold then Charlie is furry.,"Charlie is quiet. Charlie is not white. Charlie is young. Smart people are blue. If Charlie is smart then Charlie is blue. Quiet, round people are white.",anne is furry,True,Unknown
Anne is furry. Charlie is cold. Dave is white. Erin is quiet. If someone is furry then they are white. If Charlie is cold then Charlie is furry.,"Charlie is quiet. Charlie is not white. Charlie is young. Smart people are blue. If Charlie is smart then Charlie is blue. Quiet, round people are white.",anne is quiet,Unknown,True
Anne is furry. Charlie is cold. Dave is white. Erin is quiet. If someone is furry then they are white. If Charlie is cold then Charlie is furry.,"Charlie is quiet. Charlie is not white. Charlie is young. Smart people are blue. If Charlie is smart then Charlie is blue. Quiet, round people are white.",erin is quiet,True,True
Anne is kind. Anne is not red. Anne is round. Dave is big. Dave is furry. Dave is green. Dave is not red. Dave is round. Dave is not smart. Fiona is smart. If someone is kind then they are not green. If Dave is green and Dave is not kind then Dave is round. If someone is round and not kind then they are furry. If someone is green then they are furry. If Fiona is red then Fiona is furry. If Anne is big and Anne is round then Anne is smart. If someone is green and not round then they are big. Kind people are big.,"Anne is blue. Anne is green. Anne is kind. Anne is quiet. Anne is rough. Bob is round. Dave is blue. Dave is green. Dave is nice. Dave is quiet. Harry is green. Harry is nice. If Harry is blue and Harry is rough then Harry is quiet. Kind, round things are rough. If Dave is quiet then Dave is round. If Bob is green and Bob is blue then Bob is rough. Quiet, green things are blue. All nice, green things are kind. If something is quiet then it is round. All green, blue things are quiet. Kind things are blue.",anne is kind,True,Unknown
Anne is kind. Anne is not red. Anne is round. Dave is big. Dave is furry. Dave is green. Dave is not red. Dave is round. Dave is not smart. Fiona is smart. If someone is kind then they are not green. If Dave is green and Dave is not kind then Dave is round. If someone is round and not kind then they are furry. If someone is green then they are furry. If Fiona is red then Fiona is furry. If Anne is big and Anne is round then Anne is smart. If someone is green and not round then they are big. Kind people are big.,"Anne is blue. Anne is green. Anne is kind. Anne is quiet. Anne is rough. Bob is round. Dave is blue. Dave is green. Dave is nice. Dave is quiet. Harry is green. Harry is nice. If Harry is blue and Harry is rough then Harry is quiet. Kind, round things are rough. If Dave is quiet then Dave is round. If Bob is green and Bob is blue then Bob is rough. Quiet, green things are blue. All nice, green things are kind. If something is quiet then it is round. All green, blue things are quiet. Kind things are blue.",anne is blue,Unknown,True
