Base,Source,Question,Base_Answer,Expected_Answer
The lion chases the rabbit. The lion eats the rabbit. The lion is young. The rabbit chases the lion. The rabbit is blue. The rabbit is kind. The rabbit is rough. If something eats the lion and it chases the lion then it is blue. If something is rough and it needs the rabbit then it eats the lion. If something chases the lion then it eats the lion. If something eats the lion and it needs the rabbit then the rabbit eats the lion. If something is young and it chases the lion then the lion chases the rabbit. If something chases the rabbit then it chases the lion.,The cat needs the cow. The cow does not need the cat. The cow visits the cat. If something visits the cat then the cat is not big. If something visits the cat and it likes the cat then the cat does not like the cow. If something likes the cat and the cat is big then the cat likes the cow. If something is young then it needs the cow. If something needs the cow then it does not like the cat. If something needs the cow then it does not like the cat. If something needs the cow and it is not big then it needs the cat. If something needs the cat then it visits the cow.,cat need cow,Unknown,True
The lion chases the rabbit. The lion eats the rabbit. The lion is young. The rabbit chases the lion. The rabbit is blue. The rabbit is kind. The rabbit is rough. If something eats the lion and it chases the lion then it is blue. If something is rough and it needs the rabbit then it eats the lion. If something chases the lion then it eats the lion. If something eats the lion and it needs the rabbit then the rabbit eats the lion. If something is young and it chases the lion then the lion chases the rabbit. If something chases the rabbit then it chases the lion.,The cat needs the cow. The cow does not need the cat. The cow visits the cat. If something visits the cat then the cat is not big. If something visits the cat and it likes the cat then the cat does not like the cow. If something likes the cat and the cat is big then the cat likes the cow. If something is young then it needs the cow. If something needs the cow then it does not like the cat. If something needs the cow then it does not like the cat. If something needs the cow and it is not big then it needs the cat. If something needs the cat then it visits the cow.,lion is young,True,True
The cow eats the mouse. The cow is big. The cow is nice. The cow is young. The cow needs the lion. The cow needs the mouse. The cow sees the mouse. The lion eats the mouse. The lion is rough. The mouse is big. The mouse needs the squirrel. The squirrel eats the lion. The squirrel eats the mouse. The squirrel is nice. The squirrel is red. If the cow sees the lion then the lion is big. If something sees the mouse then it sees the lion. If something sees the lion then the lion sees the mouse.,The bear does not eat the dog. The bear sees the dog. The dog chases the bear. The dog eats the bear. The dog is not nice. The dog is young. The dog sees the bear. If something chases the dog then it is blue. All red things are not blue. If something eats the dog and it is nice then it is not green. If the bear chases the dog and the dog does not eat the bear then the dog is blue. If the dog eats the bear then the bear chases the dog. All blue things are young.,cow eat mouse,True,Unknown
The cow eats the mouse. The cow is big. The cow is nice. The cow is young. The cow needs the lion. The cow needs the mouse. The cow sees the mouse. The lion eats the mouse. The lion is rough. The mouse is big. The mouse needs the squirrel. The squirrel eats the lion. The squirrel eats the mouse. The squirrel is nice. The squirrel is red. If the cow sees the lion then the lion is big. If something sees the mouse then it sees the lion. If something sees the lion then the lion sees the mouse.,The bear does not eat the dog. The bear sees the dog. The dog chases the bear. The dog eats the bear. The dog is not nice. The dog is young. The dog sees the bear. If something chases the dog then it is blue. All red things are not blue. If something eats the dog and it is nice then it is not green. If the bear chases the dog and the dog does not eat the bear then the dog is blue. If the dog eats the bear then the bear chases the dog. All blue things are young.,bear eat dog,Unknown,False
The cow eats the mouse. The cow is big. The cow is nice. The cow is young. The cow needs the lion. The cow needs the mouse. The cow sees the mouse. The lion eats the mouse. The lion is rough. The mouse is big. The mouse needs the squirrel. The squirrel eats the lion. The squirrel eats the mouse. The squirrel is nice. The squirrel is red. If the cow sees the lion then the lion is big. If something sees the mouse then it sees the lion. If something sees the lion then the lion sees the mouse.,The bear does not eat the dog. The bear sees the dog. The dog chases the bear. The dog eats the bear. The dog is not nice. The dog is young. The dog sees the bear. If something chases the dog then it is blue. All red things are not blue. If something eats the dog and it is nice then it is not green. If the bear chases the dog and the dog does not eat the bear then the dog is blue. If the dog eats the bear then the bear chases the dog. All blue things are young.,cow is big,True,True
The cow chases the dog. The cow chases the rabbit. The cow is cold. The cow likes the dog. The cow likes the rabbit. The cow needs the dog. The dog chases the rabbit. The dog is not red. The dog is young. The dog likes the cow. The dog likes the rabbit. The dog needs the cow. The dog needs the rabbit. The rabbit chases the cow. The rabbit is kind. The rabbit is not young. If something likes the rabbit then the rabbit likes the dog. If something needs the cow then the cow is not kind. If something is round then it needs the rabbit. If something needs the dog then it chases the rabbit. If something chases the rabbit and it is round then it needs the cow. If the rabbit does not need the cow then the rabbit is kind.,The dog eats the tiger. The dog is big. The dog is cold. The dog is round. The dog is young. The dog needs the tiger. The dog visits the tiger. The tiger eats the dog. The tiger is big. The tiger is cold. The tiger is nice. The tiger is round. The tiger is young. The tiger needs the dog. The tiger visits the dog. If the dog visits the tiger then the dog eats the tiger. If someone is cold then they need the tiger. If someone visits the dog and they are cold then they are nice. If someone is young then they visit the dog. If someone needs the dog then they visit the dog. If someone needs the tiger then the tiger visits the dog. If someone eats the tiger then they are round. If someone needs the tiger then the tiger eats the dog.,cow chase dog,True,Unknown
The cow chases the dog. The cow chases the rabbit. The cow is cold. The cow likes the dog. The cow likes the rabbit. The cow needs the dog. The dog chases the rabbit. The dog is not red. The dog is young. The dog likes the cow. The dog likes the rabbit. The dog needs the cow. The dog needs the rabbit. The rabbit chases the cow. The rabbit is kind. The rabbit is not young. If something likes the rabbit then the rabbit likes the dog. If something needs the cow then the cow is not kind. If something is round then it needs the rabbit. If something needs the dog then it chases the rabbit. If something chases the rabbit and it is round then it needs the cow. If the rabbit does not need the cow then the rabbit is kind.,The dog eats the tiger. The dog is big. The dog is cold. The dog is round. The dog is young. The dog needs the tiger. The dog visits the tiger. The tiger eats the dog. The tiger is big. The tiger is cold. The tiger is nice. The tiger is round. The tiger is young. The tiger needs the dog. The tiger visits the dog. If the dog visits the tiger then the dog eats the tiger. If someone is cold then they need the tiger. If someone visits the dog and they are cold then they are nice. If someone is young then they visit the dog. If someone needs the dog then they visit the dog. If someone needs the tiger then the tiger visits the dog. If someone eats the tiger then they are round. If someone needs the tiger then the tiger eats the dog.,dog eat tiger,Unknown,True
The cow chases the dog. The cow chases the rabbit. The cow is cold. The cow likes the dog. The cow likes the rabbit. The cow needs the dog. The dog chases the rabbit. The dog is not red. The dog is young. The dog likes the cow. The dog likes the rabbit. The dog needs the cow. The dog needs the rabbit. The rabbit chases the cow. The rabbit is kind. The rabbit is not young. If something likes the rabbit then the rabbit likes the dog. If something needs the cow then the cow is not kind. If something is round then it needs the rabbit. If something needs the dog then it chases the rabbit. If something chases the rabbit and it is round then it needs the cow. If the rabbit does not need the cow then the rabbit is kind.,The dog eats the tiger. The dog is big. The dog is cold. The dog is round. The dog is young. The dog needs the tiger. The dog visits the tiger. The tiger eats the dog. The tiger is big. The tiger is cold. The tiger is nice. The tiger is round. The tiger is young. The tiger needs the dog. The tiger visits the dog. If the dog visits the tiger then the dog eats the tiger. If someone is cold then they need the tiger. If someone visits the dog and they are cold then they are nice. If someone is young then they visit the dog. If someone needs the dog then they visit the dog. If someone needs the tiger then the tiger visits the dog. If someone eats the tiger then they are round. If someone needs the tiger then the tiger eats the dog.,cow is cold,True,True
The bear is rough. The bear likes the lion. The bear sees the tiger. The lion is rough. The mouse is green. The mouse is young. The tiger visits the bear. If something sees the mouse then the mouse sees the lion. If something likes the bear then the bear sees the mouse. If the bear is rough and the bear is young then the bear likes the tiger. If something visits the lion and it visits the bear then the bear sees the lion. If the lion is red then the lion is cold. If something is young then it likes the bear.,"Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",bear is rough,True,Unknown
The bear is rough. The bear likes the lion. The bear sees the tiger. The lion is rough. The mouse is green. The mouse is young. The tiger visits the bear. If something sees the mouse then the mouse sees the lion. If something likes the bear then the bear sees the mouse. If the bear is rough and the bear is young then the bear likes the tiger. If something visits the lion and it visits the bear then the bear sees the lion. If the lion is red then the lion is cold. If something is young then it likes the bear.,"Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",anne is kind,Unknown,True
The bear is rough. The bear likes the lion. The bear sees the tiger. The lion is rough. The mouse is green. The mouse is young. The tiger visits the bear. If something sees the mouse then the mouse sees the lion. If something likes the bear then the bear sees the mouse. If the bear is rough and the bear is young then the bear likes the tiger. If something visits the lion and it visits the bear then the bear sees the lion. If the lion is red then the lion is cold. If something is young then it likes the bear.,"Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",tiger visit bear,True,True
The cat eats the mouse. The cat is big. The cat is kind. The cat visits the mouse. The mouse eats the cat. The mouse is not red. The mouse likes the cat. If someone likes the cat and they are not red then they eat the cat. If the mouse likes the cat and the cat does not eat the mouse then the mouse visits the cat. If someone likes the cat then the cat is nice. If someone is nice then they like the mouse. If someone is kind and they eat the cat then they like the cat. If the mouse likes the cat and the cat likes the mouse then the mouse is not kind.,The bear eats the tiger. The bear is big. The bear is rough. The bear is round. The bear needs the tiger. The mouse is cold. The mouse visits the bear. The tiger eats the bear. The tiger eats the mouse. The tiger is cold. The tiger is young. The tiger needs the mouse. If something eats the bear then the bear eats the mouse. If something visits the bear then the bear is big. If something eats the bear then it is big. All big things are round. If something needs the mouse then it is round. If something eats the bear and the bear needs the tiger then it needs the tiger.,cat eat mouse,True,Unknown
The cat eats the mouse. The cat is big. The cat is kind. The cat visits the mouse. The mouse eats the cat. The mouse is not red. The mouse likes the cat. If someone likes the cat and they are not red then they eat the cat. If the mouse likes the cat and the cat does not eat the mouse then the mouse visits the cat. If someone likes the cat then the cat is nice. If someone is nice then they like the mouse. If someone is kind and they eat the cat then they like the cat. If the mouse likes the cat and the cat likes the mouse then the mouse is not kind.,The bear eats the tiger. The bear is big. The bear is rough. The bear is round. The bear needs the tiger. The mouse is cold. The mouse visits the bear. The tiger eats the bear. The tiger eats the mouse. The tiger is cold. The tiger is young. The tiger needs the mouse. If something eats the bear then the bear eats the mouse. If something visits the bear then the bear is big. If something eats the bear then it is big. All big things are round. If something needs the mouse then it is round. If something eats the bear and the bear needs the tiger then it needs the tiger.,bear eat tiger,Unknown,True
The cat eats the mouse. The cat is big. The cat is kind. The cat visits the mouse. The mouse eats the cat. The mouse is not red. The mouse likes the cat. If someone likes the cat and they are not red then they eat the cat. If the mouse likes the cat and the cat does not eat the mouse then the mouse visits the cat. If someone likes the cat then the cat is nice. If someone is nice then they like the mouse. If someone is kind and they eat the cat then they like the cat. If the mouse likes the cat and the cat likes the mouse then the mouse is not kind.,The bear eats the tiger. The bear is big. The bear is rough. The bear is round. The bear needs the tiger. The mouse is cold. The mouse visits the bear. The tiger eats the bear. The tiger eats the mouse. The tiger is cold. The tiger is young. The tiger needs the mouse. If something eats the bear then the bear eats the mouse. If something visits the bear then the bear is big. If something eats the bear then it is big. All big things are round. If something needs the mouse then it is round. If something eats the bear and the bear needs the tiger then it needs the tiger.,cat is big,True,True
"Dave is big. Dave is blue. Dave is cold. Dave is kind. Dave is nice. Dave is rough. Dave is white. Erin is big. Erin is blue. Erin is cold. Erin is kind. Erin is nice. Erin is rough. Erin is white. All cold, nice things are white. If something is rough then it is big.","Dave is red. Fiona is not rough. Harry is blue. If someone is cold then they are nice. If someone is smart then they are not nice. All red, rough people are not nice. If someone is red then they are cold. If someone is white then they are blue. If Harry is rough and Harry is not smart then Harry is red.",dave is big,True,True
"Dave is big. Dave is blue. Dave is cold. Dave is kind. Dave is nice. Dave is rough. Dave is white. Erin is big. Erin is blue. Erin is cold. Erin is kind. Erin is nice. Erin is rough. Erin is white. All cold, nice things are white. If something is rough then it is big.","Dave is red. Fiona is not rough. Harry is blue. If someone is cold then they are nice. If someone is smart then they are not nice. All red, rough people are not nice. If someone is red then they are cold. If someone is white then they are blue. If Harry is rough and Harry is not smart then Harry is red.",dave is red,Unknown,True
"Dave is big. Dave is blue. Dave is cold. Dave is kind. Dave is nice. Dave is rough. Dave is white. Erin is big. Erin is blue. Erin is cold. Erin is kind. Erin is nice. Erin is rough. Erin is white. All cold, nice things are white. If something is rough then it is big.","Dave is red. Fiona is not rough. Harry is blue. If someone is cold then they are nice. If someone is smart then they are not nice. All red, rough people are not nice. If someone is red then they are cold. If someone is white then they are blue. If Harry is rough and Harry is not smart then Harry is red.",erin is big,True,True
The lion eats the rabbit. The lion is blue. The lion is cold. The lion is kind. The lion is not rough. The lion is round. The lion needs the rabbit. The lion sees the rabbit. The rabbit eats the lion. The rabbit is not blue. The rabbit is cold. The rabbit is kind. The rabbit is rough. The rabbit is round. The rabbit needs the lion. The rabbit sees the lion. If someone is cold and they do not need the rabbit then the rabbit is cold. If someone is round then they see the lion. If someone is rough and they do not see the rabbit then the rabbit eats the lion. If the rabbit is not cold then the rabbit eats the lion. If the rabbit eats the lion then the rabbit needs the lion. If the rabbit eats the lion then the rabbit needs the lion. If someone eats the rabbit then the rabbit needs the lion. If someone needs the rabbit and the rabbit does not need the lion then the rabbit does not see the lion.,The lion chases the mouse. The lion chases the rabbit. The lion is nice. The mouse is nice. The mouse is young. The mouse visits the lion. The rabbit chases the mouse. The rabbit is red. The rabbit visits the squirrel. The squirrel is rough. The squirrel likes the lion. The squirrel likes the mouse. The squirrel likes the rabbit. The squirrel visits the lion. The squirrel visits the mouse. The squirrel visits the rabbit. If someone is nice then they visit the mouse. If the rabbit visits the lion then the rabbit chases the mouse. If someone is big and they visit the squirrel then they are red. If someone is red and they visit the lion then they like the rabbit. If the rabbit likes the lion and the rabbit is nice then the lion is red. If someone likes the lion and the lion likes the rabbit then the rabbit likes the mouse. If someone likes the lion then they like the squirrel. If someone visits the rabbit then the rabbit chases the mouse.,lion eat rabbit,True,Unknown
The lion eats the rabbit. The lion is blue. The lion is cold. The lion is kind. The lion is not rough. The lion is round. The lion needs the rabbit. The lion sees the rabbit. The rabbit eats the lion. The rabbit is not blue. The rabbit is cold. The rabbit is kind. The rabbit is rough. The rabbit is round. The rabbit needs the lion. The rabbit sees the lion. If someone is cold and they do not need the rabbit then the rabbit is cold. If someone is round then they see the lion. If someone is rough and they do not see the rabbit then the rabbit eats the lion. If the rabbit is not cold then the rabbit eats the lion. If the rabbit eats the lion then the rabbit needs the lion. If the rabbit eats the lion then the rabbit needs the lion. If someone eats the rabbit then the rabbit needs the lion. If someone needs the rabbit and the rabbit does not need the lion then the rabbit does not see the lion.,The lion chases the mouse. The lion chases the rabbit. The lion is nice. The mouse is nice. The mouse is young. The mouse visits the lion. The rabbit chases the mouse. The rabbit is red. The rabbit visits the squirrel. The squirrel is rough. The squirrel likes the lion. The squirrel likes the mouse. The squirrel likes the rabbit. The squirrel visits the lion. The squirrel visits the mouse. The squirrel visits the rabbit. If someone is nice then they visit the mouse. If the rabbit visits the lion then the rabbit chases the mouse. If someone is big and they visit the squirrel then they are red. If someone is red and they visit the lion then they like the rabbit. If the rabbit likes the lion and the rabbit is nice then the lion is red. If someone likes the lion and the lion likes the rabbit then the rabbit likes the mouse. If someone likes the lion then they like the squirrel. If someone visits the rabbit then the rabbit chases the mouse.,lion chase mouse,Unknown,True
The lion eats the rabbit. The lion is blue. The lion is cold. The lion is kind. The lion is not rough. The lion is round. The lion needs the rabbit. The lion sees the rabbit. The rabbit eats the lion. The rabbit is not blue. The rabbit is cold. The rabbit is kind. The rabbit is rough. The rabbit is round. The rabbit needs the lion. The rabbit sees the lion. If someone is cold and they do not need the rabbit then the rabbit is cold. If someone is round then they see the lion. If someone is rough and they do not see the rabbit then the rabbit eats the lion. If the rabbit is not cold then the rabbit eats the lion. If the rabbit eats the lion then the rabbit needs the lion. If the rabbit eats the lion then the rabbit needs the lion. If someone eats the rabbit then the rabbit needs the lion. If someone needs the rabbit and the rabbit does not need the lion then the rabbit does not see the lion.,The lion chases the mouse. The lion chases the rabbit. The lion is nice. The mouse is nice. The mouse is young. The mouse visits the lion. The rabbit chases the mouse. The rabbit is red. The rabbit visits the squirrel. The squirrel is rough. The squirrel likes the lion. The squirrel likes the mouse. The squirrel likes the rabbit. The squirrel visits the lion. The squirrel visits the mouse. The squirrel visits the rabbit. If someone is nice then they visit the mouse. If the rabbit visits the lion then the rabbit chases the mouse. If someone is big and they visit the squirrel then they are red. If someone is red and they visit the lion then they like the rabbit. If the rabbit likes the lion and the rabbit is nice then the lion is red. If someone likes the lion and the lion likes the rabbit then the rabbit likes the mouse. If someone likes the lion then they like the squirrel. If someone visits the rabbit then the rabbit chases the mouse.,lion is blue,True,True
The cat chases the lion. The cat chases the tiger. The cat needs the cow. The cow chases the lion. The cow is big. The cow is young. The lion chases the cat. The lion chases the cow. The lion chases the tiger. The lion eats the tiger. The lion needs the cow. The tiger eats the lion. The tiger is big. The tiger is blue. The tiger needs the cat. The tiger needs the cow. If someone eats the lion then they need the cow. If someone is big then they eat the cat. If someone is big and they eat the cat then they eat the lion. If someone needs the cow and they are young then the cow chases the cat. If someone eats the lion and they need the cat then the lion needs the cow. If someone chases the cat then they chase the cow.,The dog does not chase the lion. The dog chases the squirrel. The dog is not big. The dog needs the lion. The dog visits the lion. The dog visits the squirrel. The lion chases the dog. The lion is kind. The lion does not need the dog. The lion does not need the squirrel. The lion visits the squirrel. The squirrel does not chase the lion. The squirrel is not big. The squirrel needs the dog. The squirrel visits the lion. If someone needs the lion and the lion needs the dog then they chase the squirrel. If the squirrel is cold and the squirrel visits the lion then the squirrel does not visit the dog. If someone needs the squirrel then they visit the dog. If someone chases the lion then they visit the dog. If someone is big then they chase the lion. If someone chases the dog then they are big.,cat chase lion,True,Unknown
The cat chases the lion. The cat chases the tiger. The cat needs the cow. The cow chases the lion. The cow is big. The cow is young. The lion chases the cat. The lion chases the cow. The lion chases the tiger. The lion eats the tiger. The lion needs the cow. The tiger eats the lion. The tiger is big. The tiger is blue. The tiger needs the cat. The tiger needs the cow. If someone eats the lion then they need the cow. If someone is big then they eat the cat. If someone is big and they eat the cat then they eat the lion. If someone needs the cow and they are young then the cow chases the cat. If someone eats the lion and they need the cat then the lion needs the cow. If someone chases the cat then they chase the cow.,The dog does not chase the lion. The dog chases the squirrel. The dog is not big. The dog needs the lion. The dog visits the lion. The dog visits the squirrel. The lion chases the dog. The lion is kind. The lion does not need the dog. The lion does not need the squirrel. The lion visits the squirrel. The squirrel does not chase the lion. The squirrel is not big. The squirrel needs the dog. The squirrel visits the lion. If someone needs the lion and the lion needs the dog then they chase the squirrel. If the squirrel is cold and the squirrel visits the lion then the squirrel does not visit the dog. If someone needs the squirrel then they visit the dog. If someone chases the lion then they visit the dog. If someone is big then they chase the lion. If someone chases the dog then they are big.,dog chase lion,Unknown,False
The cat chases the lion. The cat chases the tiger. The cat needs the cow. The cow chases the lion. The cow is big. The cow is young. The lion chases the cat. The lion chases the cow. The lion chases the tiger. The lion eats the tiger. The lion needs the cow. The tiger eats the lion. The tiger is big. The tiger is blue. The tiger needs the cat. The tiger needs the cow. If someone eats the lion then they need the cow. If someone is big then they eat the cat. If someone is big and they eat the cat then they eat the lion. If someone needs the cow and they are young then the cow chases the cat. If someone eats the lion and they need the cat then the lion needs the cow. If someone chases the cat then they chase the cow.,The dog does not chase the lion. The dog chases the squirrel. The dog is not big. The dog needs the lion. The dog visits the lion. The dog visits the squirrel. The lion chases the dog. The lion is kind. The lion does not need the dog. The lion does not need the squirrel. The lion visits the squirrel. The squirrel does not chase the lion. The squirrel is not big. The squirrel needs the dog. The squirrel visits the lion. If someone needs the lion and the lion needs the dog then they chase the squirrel. If the squirrel is cold and the squirrel visits the lion then the squirrel does not visit the dog. If someone needs the squirrel then they visit the dog. If someone chases the lion then they visit the dog. If someone is big then they chase the lion. If someone chases the dog then they are big.,cat chase lion,True,Unknown
The bear chases the dog. The bear eats the dog. The bear is blue. The bear is cold. The bear is kind. The bear is nice. The bear is red. The bear likes the dog. The dog eats the bear. The dog is cold. The dog is nice. The dog likes the bear. If something eats the dog then the dog likes the bear. If something eats the dog then it chases the dog.,The dog chases the tiger. The dog is big. The dog is blue. The dog is rough. The dog visits the tiger. The tiger chases the dog. The tiger is blue. The tiger is red. The tiger is rough. The tiger is round. The tiger needs the dog. The tiger visits the dog. If something chases the tiger then it needs the tiger. If something is blue then it chases the tiger.,bear chase dog,True,True
The bear chases the dog. The bear eats the dog. The bear is blue. The bear is cold. The bear is kind. The bear is nice. The bear is red. The bear likes the dog. The dog eats the bear. The dog is cold. The dog is nice. The dog likes the bear. If something eats the dog then the dog likes the bear. If something eats the dog then it chases the dog.,The dog chases the tiger. The dog is big. The dog is blue. The dog is rough. The dog visits the tiger. The tiger chases the dog. The tiger is blue. The tiger is red. The tiger is rough. The tiger is round. The tiger needs the dog. The tiger visits the dog. If something chases the tiger then it needs the tiger. If something is blue then it chases the tiger.,dog chase tiger,Unknown,True
